nonadmin_servicestaffsalary_service_outlay,nonadmin_servicestaffsalary_service_outlay,employees,2016
nonadmin_servicestaffsalary_sales_outlay,nonadmin_servicestaffsalary_sales_outlay,employees,2016
non_instn_acad_staff_library,non_instn_acad_staff_library,employees,2016
instruction_staff,instruction_staff,employees,2016
non_admin_service_staff_service,non_admin_service_staff_service,employees,2016
non_admin_service_staff_sales,non_admin_service_staff_sales,employees,2016
non_admin_service_staff_resource,non_admin_service_staff_resource,employees,2016
non_admin_service_staff_prod,non_admin_service_staff_prod,employees,2016
instructors_per_thousand_student,instructors_per_thousand_student,employees,2016
admin_professional_staff,admin_professional_staff,employees,2016
admin_professionalstaff_perthousandstudent,admin_professionalstaff_perthousandstudent,employees,2016
noninstruction_academicstaff,noninstruction_academicstaff,employees,2016
noninstruction_academicstaff_perthousandstudent,noninstruction_academicstaff_perthousandstudent,employees,2016
nonadmin_trade_servicestaff,nonadmin_trade_servicestaff,employees,2016
nonadmin_tradeservicestaff_perthousandstudent,nonadmin_tradeservicestaff_perthousandstudent,employees,2016
all_instructors_staff,all_instructors_staff,employees,2016
instructor_salarypermillion,instructor_salarypermillion,employees,2016
adminprofessionalstaff_salarypermillion,adminprofessionalstaff_salarypermillion,employees,2016
noninstruction_academicstaff_salarypermillion,noninstruction_academicstaff_salarypermillion,employees,2016
nonadmin_tradeservicestaff_salarypermillion,nonadmin_tradeservicestaff_salarypermillion,employees,2016
school_id,UNITID,school_summary,2016
opeid,opeid,school_summary,2016
year,year,school_summary,2016
school_name,school_name,school_summary,2016
total_studentcount_1,total_studentcount_1,school_summary,2016
instruction_staff,instruction_staff,school_summary,2016
instructors_per_thousand_student,instructors_per_thousand_student,school_summary,2016
admin_professional_staff,admin_professional_staff,school_summary,2016
